Title,Description,Date,Location,Source,URL,Organiser
Essential Negotiation Skills,This workshop introduces delegates to the basic skills required to carry out effective negotiations.,Thu Aug 26 00:00:00 +0100 2010,"The Ambassador Hotel, Scarborough",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8109,Business Link
Think On Your Feet - Verbal Communication Skills,"During this workshop delegates will learn to communicate their ideas and knowledge clearly, concisely and persuasively.",Thu Aug 26 00:00:00 +0100 2010,"Ramada Hotel, Manchester",Business Link,http://www.illumine.co.uk/TOYF,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Thu Aug 26 00:00:00 +0100 2010,"Silbury Boulevard, Milton Keynes",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
How to Grow Through New and Existing Customers,"This workshop will provide delegates with information on understanding customers, attracting customers and building a strong customer base.",Thu Aug 26 00:00:00 +0100 2010,"Forest Pines Hotel, Scunthorpe",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8064,Business Link
Introduce and Manage Change,This workshop demonstrates how to plan and implement sustained change within a business.,Thu Aug 26 00:00:00 +0100 2010,"The Ambassador Hotel, Scarborough",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8105,Business Link
Managing Safety,This is a comprehensive one day introduction on effectively managing health and safety in the workplace.,Thu Aug 26 00:00:00 +0100 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=9&CourseTypeID=3,Business Link
Paying Expenses and Giving Benefits to Your Employees,"During this workshop we cover the most common types of expenses and benefits. We explain if tax and National Insurance is due, what you must do, and the records to keep.",Fri Aug 27 00:00:00 +0100 2010,"Romsey Road, Southampton",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Fri Sep 24 00:00:00 +0100 2010,"Farnsby Street, Swindon",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Fri Sep 24 00:00:00 +0100 2010,"Oxford Road, Bournemouth",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Reception and Telephony Skills,This course is designed to assist delegates to create the right first impressions for all visitors and callers.,Fri Sep 24 00:00:00 +0100 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=78&CourseTypeID=1,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Mon Sep 27 00:00:00 +0100 2010,"Silbury Boulevard, Milton Keynes",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Marketing and Market Research - Start Up Workshop,"Getting the marketing right for your business is crucial to its success.  This workshop will help you to understand your competitors, identify your customers and understand the things you need to consider for effective marketing",Mon Sep 27 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564793,Business Link
HMRC - Tax and Self Assessment,This workshop is an introduction to tax and Self Assessment presented by HM Revenue and Customs,Tue Sep 28 00:00:00 +0100 2010,"Stirling Enterprise, John Player Building, Kerse Road, STIRLING FK7 7RP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001536602,Business Link
Assertiveness Skills,This workshop will provide delegates with information on the meaning of assertiveness and its function in the workplace.,Tue Sep 28 00:00:00 +0100 2010,"Rendezvous Hotel, Skipton",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8096,Business Link
Strategies that Generate Sales Success,During this workshop delegates will explore proven strategies that underpin sustainable growth.,Tue Sep 28 00:00:00 +0100 2010,"Mount Pleasant, Doncaster",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8010,Business Link
The Psychology of Selling,"This seminar demonstrates how to sell with particular emphasis in ""closing the sale""",Tue Sep 28 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001560200,Business Link
Statutory Sick Pay,"This event will cover how to work out if your employees are eligible for SSP, how much to pay them, managing the absence, keeping records and whether you can recover payments back from HMRC.",Tue Sep 28 00:00:00 +0100 2010,"Romsey Road, Southampton",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
HMRC - How to Reduce Your Tax Bill,How to reduce your tax bill,Thu May 27 00:00:00 +0100 2010,"Corran Halls, Corran Esplanade, OBAN PA34 5AB",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001551143,Business Link
LRA - Conducting Employment Investigations,"Designed to cover the main issues that need to be addressed when conducting an employment investigation, for example in relation to alleged misconduct",Thu May 27 00:00:00 +0100 2010,"Labour Relations Agency, Belfast",Business Link,http://www.lra.org.uk/index/workshops-and-seminars/seminars.htm,Business Link
Business Luncheon,During this event delegates will be given the opportunity to network with like-minded business people.,Thu May 27 00:00:00 +0100 2010,"Lamb Inn, Frome",Business Link,http://www.wessexchambers.org.uk,Business Link
How to be an Outstanding Manager by Appraising and Developing your Staff,During this workshop delegates will be provided with information on how to be an outstanding manager by effectively appraising and developing their staff.,Thu May 27 00:00:00 +0100 2010,"The Dower House Hotel, Knaresborough",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7297,Business Link
Embrace the Space:  Social Networking for Business,"Learn how to explore modern social networking sites such as Twitter, Facebook and YouTube as a means of positively benefiting your organisation by truly engaging your audience and protecting your online brand.",Thu May 27 00:00:00 +0100 2010,"Business Gateway, 9B Gilmour Street, PAISLEY PA1 1DD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001535783,Business Link
VAT for New Businesses,An introduction to VAT is for you if you are in the first 12 months of trading after VAT registration or are considering registering for VAT.,Thu May 27 00:00:00 +0100 2010,"The Enterprise Centre, Lennox House, Almondvale Boulevard, LIVINGSTON EH54 6QP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001438619,Business Link
Business Operations for Start-Ups,Flexible Support for Business from the Welsh Assembly Government.,Thu May 27 00:00:00 +0100 2010,"127 Bute Street, Cardiff Bay",Business Link,http://ms.fs4b.wales.gov.uk/business_events_wales/events/w-1/W3_-_EVT7328_-_BIF_-_270510.aspx,Business Link
Financial Planning for Start-Ups,"This workshop will take you through the process of preparing and analysing financial statements and provides information on how to prepare cash flow forecasts, profit & loss accounts and balance sheets.",Thu May 27 00:00:00 +0100 2010,"The Business Centre, Stebonheath Terrace, Llanelli, Carmarthenshire",Business Link,http://ms.fs4b.wales.gov.uk/business_events_wales/events/w-1/W5_-_EVT8035_-_MWWC_-_270510.aspx,Business Link
Control your Finances,"This workshop will help delegates understand National Insurance, taxation and VAT to help with cash-flow forecasting.",Thu May 27 00:00:00 +0100 2010,"Fairfax Community Centre, Harrogate",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7384,Business Link
Becoming an Employer,What you need to know when taking on staff for the first time.,Thu May 27 00:00:00 +0100 2010,"HMRC Fern House, Coleraine",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/nirelandtraining.htm,Business Link
Existing Business Networking Session,This event will provide you with the opportunity to network with like minded individuals in an informal setting. Advisers will be present to network and answer your specific questions. Get practical advice to enable you to start or grow your business.,Thu Jun 24 00:00:00 +0100 2010,"Business Gateway, Galt House, 31 Bank Street, IRVINE KA12 0AJ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001519794,Business Link
LRA - Managing Absence from Work,Is your organisation experiencing significant extra cost due to sickness payments?,Thu Jun 24 00:00:00 +0100 2010,"Labour Relations Agency, Derry",Business Link,http://www.lra.org.uk/index/workshops-and-seminars/seminars.htm,Business Link
Email Marketing - New Business for Low Cost,During this workshop delegates will be provided with advice on how to improve the use of email and the internet so that they work as marketing tools.,Thu Jun 24 00:00:00 +0100 2010,Thirsk Racecourse,Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7329,Business Link
Expenses and Benefits Returns (P11D),This workshop covers how to complete the annual return in respect of expenses and benefits that have been made available to employees. It will also cover the deadlines involved and methods for submission.,Thu Jun 24 00:00:00 +0100 2010,"St George's Place, Canterbury",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Thu Jun 24 00:00:00 +0100 2010,"Hallingbury Road, Bishop's Stortford",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/central.htm,Business Link
How to Set Up and Run a Business from Home,During this workshop delegates will be provided with information on how to run a business successfully from home.,Thu Jun 24 00:00:00 +0100 2010,Welburn Village Hall,Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7648,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Thu Jun 24 00:00:00 +0100 2010,"George House, 36 North Hanover Street, GLASGOW G1 2AD",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001509327,Business Link
Website Builder Part 2,This workshop follows website builder part 1 (you must have attended part 1 first) and during a full days tuition you will learn from scratch how to build an attractive and effective website for your business.,Thu Jun 24 00:00:00 +0100 2010,"Business Gateway, Ettrick Riverside, Dunsdale Road, SELKIRK TD7 5EB",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001528725,Business Link
Marketing your New Business,This workshop will help delegates understand the basics of market research and marketing.,Thu Jun 24 00:00:00 +0100 2010,"The Megacentre, Sheffield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7568,Business Link
Customer Care 1,"This course will give you the knowledge and skills to deliver a good and consistent service to your customers. It will show you how to develop a workable customer care plan, leading to better customer care and an increase in sales.",Thu Jun 24 00:00:00 +0100 2010,"Business Gateway, 42/3 Hardengreen Bus Pk, Dalhousie Rd, DALKEITH EH22 3NU",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001513377,Business Link
Customer Care 1,"This course will give you the knowledge and skills to deliver a good and consistent service to your customers. It will show you how to develop a workable customer care plan, leading to better customer care and an increase in sales.",Thu Jul 22 00:00:00 +0100 2010,"Crichiebank Business Centre, Mill Road, Port Elphinstone, INVERURIE AB51 5NQ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559414,Business Link
How to Get Free Publicity in the Media,This seminar will provide delegates with tips on how to use the local and regional media to promote their business for free.,Thu Jul 22 00:00:00 +0100 2010,"Cedar Court, Harrogate",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8045,Business Link
The South West Business Innovation Forum,During this seminar delegates will be provided with advice on public funding for collaborative research.,Thu Jul 22 00:00:00 +0100 2010,"HP Labs, Stoke Gifford",Business Link,http://www.enterpriseeuropesw.org.uk/swr/events/register.asp?eventid=413,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Thu Jul 22 00:00:00 +0100 2010,"Thames Street, Staines",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Business Advice Open Day,This event brings together a team of experts who can provide advice and support on a range of subjects from starting a business through to growth and expansion.,Thu Jul 22 00:00:00 +0100 2010,"The Royal Clifton Hotel and Spa, Southport",Business Link,http://www.businesslink.gov.uk/advicedays,Business Link
Becoming a Director - Guide to Tax and National Insurance,"This event will give you an overview of the tax, National Insurance and VAT responsibilities of a director to HMRC.  It also covers directors' expenses and benefits, some basics about dividends, keeping records and the special rules for calculating directors' National Insurance.",Thu Jul 22 00:00:00 +0100 2010,"Barrington Road, Worthing",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Resource Planning and Management,Good financial management is essential. Learn to manage a profit and loss account; produce a cashflow statement; understand the meaning of working capital; describe the main sources of finance; and understand the different legal structures of a business.,Thu Jul 22 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001563517,Business Link
Basic Bookkeeping,This workshop aims to equip you with an understanding of bookkeeping principles and demonstrates why keeping financial records is so important to the success of your business.,Thu Jul 22 00:00:00 +0100 2010,"The Enterprise Centre, Lennox House, Almondvale Boulevard, LIVINGSTON EH54 6QP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559530,Business Link
Strategies that Generate Sales Success,During this workshop delegates will explore proven strategies that underpin sustainable growth.,Thu Jul 22 00:00:00 +0100 2010,"Bagden Hall Hotel, Huddersfield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8030,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Thu Jul 22 00:00:00 +0100 2010,"Thames Street, Staines",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Bookkeeping,This workshop aims to equip you with an understanding of bookkeeping principles and demonstrates why keeping financial records is so important to the success of your business.,Fri Aug 27 00:00:00 +0100 2010,"Burnside Business Centre, Burnside Road, PETERHEAD AB42 3AW",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564463,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Fri Aug 27 00:00:00 +0100 2010,"Duke Street, Woking",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Fri Aug 27 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564472,Business Link
Marketing and Market Research - Start Up Workshop,"Getting the marketing right for your business is crucial to its success.  This workshop will help you to understand your competitors, identify your customers and understand the things you need to consider for effective marketing",Sat Aug 28 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564493,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Mon Aug 30 00:00:00 +0100 2010,"Falkirk for Business, Newhouse Business Park, GRANGEMOUTH FK3 8LL",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001552719,Business Link
Marketing,This workshop will help you create a realistic marketing plan designed to improve your marketing efforts and ultimately lead to more sales.,Mon Aug 30 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001560050,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Tue Aug 31 00:00:00 +0100 2010,"East Street, Farnham",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
HMRC - Tax and Self Assessment,This workshop is an introduction to tax and Self Assessment presented by HM Revenue and Customs,Tue Aug 31 00:00:00 +0100 2010,"Stirling Enterprise, John Player Building, Kerse Road, STIRLING FK7 7RP",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001536596,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Tue Aug 31 00:00:00 +0100 2010,"Barrington Road, Worthing",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Tue Aug 31 00:00:00 +0100 2010,"Crichiebank Business Centre, Mill Road, Port Elphinstone, INVERURIE AB51 5NQ",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564505,Business Link
eBay Trading Workshop,"During this workshop delegates will gain awareness of the basics of eBay trading including opening an account, setting prices to maximise profits and managing the account.",Tue Sep 28 00:00:00 +0100 2010,"Wood Hall Hotel, Wetherby",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8041,Business Link
Developing and Bringing New Ideas to Market,This workshop will provided delegates with tips on how to establish frameworks for the production of effective and relevant ideas and how to select and use suitable decision making tools to produce workable ideas.,Tue Sep 28 00:00:00 +0100 2010,"Malmaison, Leeds",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8040,Business Link
"Statutory Pay and Leave for Maternity, Paternity and Adoption","This workshop covers how to calculate payments of SMP, SPP and SAP to eligible employees, what the leave conditions are and what to do if an employee is not eligible.",Tue Sep 28 00:00:00 +0100 2010,"Oxford Road, Bournemouth",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Presentation Skills,This workshop provides advice and guidance to delegates wishing to improve their preparation and presentation skills.,Tue Sep 28 00:00:00 +0100 2010,"Rendezvous Hotel, Skipton",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8092,Business Link
How to Get Free Publicity in the Media,This seminar will provide delegates with tips on how to use the local and regional media to promote their business for free.,Tue Sep 28 00:00:00 +0100 2010,"Kingsway Centre, Scunthorpe",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8058,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Tue Sep 28 00:00:00 +0100 2010,"John Smith Drive, Oxford Business Park South",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Tue Sep 28 00:00:00 +0100 2010,"John Smith Drive, Oxford Business Park South",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Resource Planning and Management,Good financial management is essential. Learn to manage a profit and loss account; produce a cashflow statement; understand the meaning of working capital; describe the main sources of finance; and understand the different legal structures of a business.,Tue Sep 28 00:00:00 +0100 2010,"Enterprise Business Centre, Admiral Court, Poynernook Road, ABERDEEN AB11 5QX",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001564805,Business Link
Business and Report Writing Skills,Attend this workshop and increase your confidence in producing written material.,Tue Sep 28 00:00:00 +0100 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=69&CourseTypeID=1,Business Link
Protect your Intellectual Property,This workshop will provide delegates with information on the common forms of Intellectual Property rights and how to obtain them.,Tue Sep 28 00:00:00 +0100 2010,"Malmaison, Leeds",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=8082,Business Link
Becoming an Employer,What you need to know when taking on staff for the first time.,Thu May 27 00:00:00 +0100 2010,"HMRC Fern House, Coleraine",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/nirelandtraining.htm,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Thu May 27 00:00:00 +0100 2010,"Business Gateway, 53 John Finnie Street, KILMARNOCK KA1 3BN",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001511690,Business Link
Negotiating Skills,"This course gives you the knowledge and skills to negotiate business deals. Learn how a structured approach can make your negotiations more successful and lead to greater cost effectiveness, increased and new business.",Thu May 27 00:00:00 +0100 2010,"Business Gateway, 42/3 Hardengreen Bus Pk, Dalhousie Rd, DALKEITH EH22 3NU",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001511459,Business Link
Start Up Awareness Seminar,If you're thinking about planning or starting your own business you will benefit from attending this awareness raising session.,Thu May 27 00:00:00 +0100 2010,"Business Gateway, Units 27 & 28 City Quay, Camperdown St, DUNDEE DD1 3JA",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001509147,Business Link
Control your Finances,"This workshop will help delegates understand National Insurance, taxation and VAT to help with cash-flow forecasting.",Thu May 27 00:00:00 +0100 2010,"Fairfax Community Centre, Harrogate",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7384,Business Link
Bassetlaw Biz eX,Biz eX is FREE to attend as a visitor and covers every aspect of entrepreneurship from starting a business to developing an existing established business,Thu May 27 00:00:00 +0100 2010,"National Fluid Power Centre, Carlton Road, Worksop, S81 7HP",Business Link,http://online.businesslink.gov.uk/bdotg/action/eventDescription?site=140&r.lc=en&type=EVENTS&itemId=5001531938,Business Link
How to be an Outstanding Manager by Motivating and Engaging your Staff,During this workshop delegates will be provided with information on how to be an outstanding manager by effectively motivating and engaging their staff.,Thu May 27 00:00:00 +0100 2010,"The Dower House Hotel, Knaresborough",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7293,Business Link
HMRC - An Introduction to VAT,"If you are contemplating becoming registered for VAT or have already registered and want to improve your knowledge, this workshop offers practical help and advice.",Thu May 27 00:00:00 +0100 2010,"Atrium Business Centre, North Caldeen Road, COATBRIDGE ML5 4EF",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001528855,Business Link
Becoming Self-Employed,"This event provides delegates with an introduction to tax, National Insurance, VAT and record keeping.",Thu May 27 00:00:00 +0100 2010,"St George's Place, Canterbury",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Austerity Networking,During this event delegates will get the opportunity to meet with their local MP and network with fellow business professionals.,Thu May 27 00:00:00 +0100 2010,"Oxfordshire Golf Club, Thame",Business Link,http://www.recessionnetworkingevents.co.uk/Thame.htm,Business Link
Marketing and Selling Skills,This workshop will help you create a realistic marketing plan designed to improve your marketing efforts and ultimately lead to more sales,Thu Jun 24 00:00:00 +0100 2010,"Laichmoray Hotel, Maisondieu Road, ELGIN IV30 1QR",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001552880,Business Link
Practical Selling Skills,This workshop will provide delegates with an introduction to the sales process and demonstrate some basic selling techniques.,Fri Jun 25 00:00:00 +0100 2010,"Waterfront Conference Centre, Huddersfield",Business Link,http://blgov.regionalknowledgesystem.com/default.aspx?id=7942,Business Link
Reception and Telephony Skills,This course is designed to assist delegates to create the right first impressions for all visitors and callers.,Fri Jun 25 00:00:00 +0100 2010,"Holiday Inn, Ormeau Ave, Belfast",Business Link,http://www.cosensa.co.uk/CourseInformation.php?CourseID=78&CourseTypeID=1,Business Link
Becoming a Director - Guide to Tax and National Insurance,"This event will give you an overview of the tax, National Insurance and VAT responsibilities of a director to HMRC.  It also covers directors' expenses and benefits, some basics about dividends, keeping records and the special rules for calculating directors' National Insurance.",Fri Jun 25 00:00:00 +0100 2010,"Stamford Street, London SE1",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/london.htm,Business Link
End of Year Expenses and Benefits (P11D) Returns,This workshop covers how to complete the annual return in respect of expenses and benefits that have been made available to employees. It will also cover the deadlines involved and methods for submission.,Fri Jun 25 00:00:00 +0100 2010,"Northern Road, Cosham",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
How to Use the Employer CD-Rom,"This presentation will show delegates the best features of the Employer CD-Rom, how to use the payroll calculators and how to complete forms on screen.",Fri Jun 25 00:00:00 +0100 2010,"Romsey Road, Southampton",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Fri Jun 25 00:00:00 +0100 2010,"Southgate Street, Gloucester",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Fri Jun 25 00:00:00 +0100 2010,"Regent Hill, Brighton",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Mon Jun 28 00:00:00 +0100 2010,"Farnsby Street, Swindon",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Self-Assessment Online,"This event will show you how to register for online services, the benefits and ease of doing it online, how to complete your tax return online, the important dates, and how to pay your tax.",Mon Jun 28 00:00:00 +0100 2010,"John Smith Drive, Oxford Business Park South",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Marketing on a Shoestring,"A basic introduction to low cost, effective marketing",Thu Jul 22 00:00:00 +0100 2010,"Business Gateway, 42/3 Hardengreen Bus Pk, Dalhousie Rd, DALKEITH EH22 3NU",Business Link,http://www.businesslink.gov.uk/bdotg/action/eventDescription?site=202&r.lc=en&type=EVENTS&itemId=5001559539,Business Link
Export Preference,This course will cover export preference procedures and explain the terminology and common errors involved. It will also cover how meeting the rules of origin using import or export preference procedures means goods will attract a lower rate of duty.,Fri Jul 23 00:00:00 +0100 2010,"Temple Back, Bristol",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Business Expenses and Capital Allowances for the Self-Employed,This event will show you what business expenses you can claim and explain about Capital Allowances and how they give your business tax relief.,Fri Jul 23 00:00:00 +0100 2010,"Mote Road, Maidstone",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Newly Self-Employed - The Basics,"This event covers the main tax and National Insurance issues, how to register, the basics about keeping records, when your first self assessment tax return and payments are due and whether you need to register for VAT.",Fri Jul 23 00:00:00 +0100 2010,"St George's Place, Canterbury",Business Link,http://www.hmrc.gov.uk/bst/advice-teams-area/south.htm,Business Link
Introduction to NLP,This seminar will inform participants about neuro linguistic programming (NLP) techniques that ensures their communication is more effective. This course is an overview of the techniques that heighten awareness and assist in everyday personal and business situations.,Fri Jul 23 00:00:00 +0100 2010,"Harben De Vere Hotel, Newport Pagnell",Business Link,http://www.ddsnlp.com/events,Business Link
